SYMBOL, SERIES, DATE1,PREVCL, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 30-Jun-2020,34.45,34.7,35.1,32,33.25,32.4,33.78,232866,78.66,1623,137057,58.86
21STCENMGM, EQ, 30-Jun-2020,11.1,11.1,11.1,10.9,10.9,10.9,10.91,4693,0.51,29,4693,100
3IINFOTECH, EQ, 30-Jun-2020,2.6,2.7,2.7,2.65,2.7,2.7,2.7,9677859,261.28,1848,7042737,72.77
3MINDIA, EQ, 30-Jun-2020,19113.85,19114,19235,18727.7,18788,18795.25,19068.74,4096,781.06,2414,2019,49.29
5PAISA, EQ, 30-Jun-2020,216.2,221.9,230.2,216.3,224,222.9,224.61,30723,69.01,1099,19677,64.05
63MOONS, BE, 30-Jun-2020,76.75,77.7,78.6,75.25,76.4,75.65,77.21,18453,14.25,215, -, -
763GS2059, GS, 30-Jun-2020,106.43,107,107,106.43,106.43,106.43,106.66,1000,1.07,5,1000,100
A2ZINFRA, EQ, 30-Jun-2020,5.7,5.7,5.95,5.45,5.55,5.5,5.72,821208,46.96,887,550814,67.07
AAKASH, SM, 30-Jun-2020,18.95,19.85,19.85,19.85,19.85,19.85,19.85,3000,0.6,1,3000,100
AARON, SM, 30-Jun-2020,43.2,43,43,43,43,43,43,3300,1.42,1,3300,100
AARTIDRUGS, EQ, 30-Jun-2020,1269.6,1285,1303.4,1260.05,1271,1270.55,1286.68,89351,1149.67,5367,42344,47.39
AARTIIND, EQ, 30-Jun-2020,924.55,933,937,915,936,931.4,927.23,256437,2377.77,10076,131194,51.16
AARVEEDEN, BE, 30-Jun-2020,12.25,12.5,12.5,11.65,11.65,11.8,11.72,9953,1.17,49, -, -
AARVI, EQ, 30-Jun-2020,28.5,29.9,29.9,29.9,29.9,29.9,29.9,1260,0.38,6,1260,100
AAVAS, EQ, 30-Jun-2020,1370.25,1369.9,1378.45,1320,1330,1339.25,1344.46,31415,422.36,3920,19540,62.2
ABAN, EQ, 30-Jun-2020,30.3,31.8,33.3,30.5,33.3,33.3,32.64,402553,131.38,1583,256349,63.68
ABB, EQ, 30-Jun-2020,922.35,927,948.75,903.1,946,941.15,930.85,259932,2419.57,10434,83019,31.94
ABBOTINDIA, EQ, 30-Jun-2020,15727,15898,15898,15705,15750,15736.5,15765.99,7398,1166.37,3010,4151,56.11
ABCAPITAL, EQ, 30-Jun-2020,65.75,66.4,66.45,63,63.4,63.3,64.49,2345379,1512.43,10250,855389,36.47
ABFRL, EQ, 30-Jun-2020,127.4,128.4,130.2,124.45,125,125.3,127.12,1020365,1297.07,22331,476058,46.66
ABSLBANETF, EQ, 30-Jun-2020,215,224.93,224.97,210.3,224,224,221.48,80,0.18,12,65,81.25
ABSLNN50ET, EQ, 30-Jun-2020,257.1,255.29,267.64,255.29,256.02,256.02,258.93,81,0.21,12,40,49.38
ACC, EQ, 30-Jun-2020,1289.2,1293,1335.6,1288.25,1335,1332.25,1322.57,2752805,36407.73,77204,338880,12.31
ACCELYA, EQ, 30-Jun-2020,920.85,920.85,928,917.85,920,920,920.81,196346,1807.98,2592,140115,71.36
ACCURACY, SM, 30-Jun-2020,33.6,32.25,33.5,31.95,32.1,32.55,32.3,46400,14.99,29,33600,72.41
ACE, EQ, 30-Jun-2020,54.75,55.2,56.65,54.25,54.45,54.45,55.33,327857,181.42,2352,98074,29.91
ADANIENT, EQ, 30-Jun-2020,159.75,161.4,164.15,155.25,156.2,156.25,159.47,3827270,6103.21,22464,1161511,30.35
ADANIGAS, EQ, 30-Jun-2020,157.35,157.8,161.8,151.4,153,152.6,157.18,2030317,3191.18,19315,588049,28.96
ADANIGREEN, EQ, 30-Jun-2020,377.7,358.85,358.85,358.85,358.85,358.85,358.85,126379,453.51,3967,126342,99.97
ADANIPORTS, EQ, 30-Jun-2020,342.65,344,349.8,342.4,346.1,343.9,346.62,2828820,9805.12,37742,1229174,43.45
ADANIPOWER, EQ, 30-Jun-2020,36.25,36.75,36.75,35.8,35.85,36,36.21,2777667,1005.79,7007,1176676,42.36
ADANITRANS, EQ, 30-Jun-2020,270.45,271.9,274.9,257.55,260,260.2,262.27,844725,2215.42,7876,618339,73.2
ADFFOODS, EQ, 30-Jun-2020,288.8,290,302,286.3,302,292.45,290.73,15379,44.71,631,9352,60.81
ADHUNIKIND, EQ, 30-Jun-2020,25.45,24.2,24.2,24.2,24.2,24.2,24.2,16556,4.01,55,16556,100
ADORWELD, EQ, 30-Jun-2020,262.35,260.1,265.45,256.45,258.5,258.25,262.01,13128,34.4,699,7235,55.11
ADROITINFO, EQ, 30-Jun-2020,7.55,7.8,7.9,7.8,7.9,7.9,7.88,15749,1.24,83,15724,99.84
ADSL, EQ, 30-Jun-2020,16.2,16.2,17,16.15,17,17,16.83,86534,14.56,201,69596,80.43
ADVANIHOTR, EQ, 30-Jun-2020,44.5,44.5,46.5,44.2,45.9,45.5,45.17,7402,3.34,248,5743,77.59
ADVENZYMES, EQ, 30-Jun-2020,173.5,175,177.5,170,171.85,170.65,172.87,72052,124.56,2169,32881,45.64
AEGISCHEM, EQ, 30-Jun-2020,179.1,184.6,185.75,175.15,175.5,176.5,179.59,202669,363.97,9337,121647,60.02
AFFLE, EQ, 30-Jun-2020,1480.45,1490,1492.85,1456.1,1463,1460.25,1472.92,15040,221.53,2113,9734,64.72
AGARIND, EQ, 30-Jun-2020,70.2,72.65,72.65,70.05,70.3,70.4,70.73,17133,12.12,231,13446,78.48
AGCNET, EQ, 30-Jun-2020,282.15,294,294,276.25,294,292.65,287.13,2598,7.46,107,1398,53.81
AGRITECH, BE, 30-Jun-2020,35.5,35.5,35.95,34.65,35,35,34.88,2651,0.92,48, -, -
AGROPHOS, EQ, 30-Jun-2020,16.1,16.85,16.9,16.1,16.9,16.8,16.77,118863,19.94,496,78887,66.37
AHLADA, SM, 30-Jun-2020,45.95,43.1,43.5,43,43.5,43.5,43.2,3000,1.3,3,2000,66.67
AHLEAST, EQ, 30-Jun-2020,137.55,143.9,143.95,133.75,133.75,136.45,140.33,425,0.6,61,263,61.88
AHLUCONT, EQ, 30-Jun-2020,208.2,208.2,209,202.65,206,205.7,206.47,7124,14.71,343,5028,70.58
AHLWEST, EQ, 30-Jun-2020,257.75,268,268,250.55,258,257.9,258.82,329,0.85,38,279,84.8
AIAENG, EQ, 30-Jun-2020,1629.85,1619.85,1635,1594.6,1607,1606.95,1610.2,138452,2229.35,10871,82507,59.59
AIONJSW, EQ, 30-Jun-2020,14.25,14.25,14.6,13.8,13.8,14.05,14.26,96311,13.73,291,54713,56.81
AIRAN, BE, 30-Jun-2020,12.15,11.8,12.1,11.65,11.7,11.85,11.92,69333,8.27,349, -, -
AJANTPHARM, EQ, 30-Jun-2020,1436.2,1425.3,1448,1408,1417,1417.15,1421.23,96379,1369.77,7173,48540,50.36
AJMERA, EQ, 30-Jun-2020,84.35,85.4,86.85,84.1,84.8,85.1,85.27,73129,62.36,1222,36946,50.52
AJOONI, SM, 30-Jun-2020,7.95,8.3,8.3,8,8.25,8.25,8.18,24000,1.96,6,12000,50
AKASH, BE, 30-Jun-2020,90,88,88,85.5,87,87,85.83,123,0.11,4, -, -
AKG, SM, 30-Jun-2020,35,35.7,35.7,35.7,35.7,35.7,35.7,4000,1.43,1,4000,100
AKSHARCHEM, EQ, 30-Jun-2020,200.5,200.5,230.3,200.25,217.9,218.15,217.58,211908,461.07,8316,67252,31.74
AKSHOPTFBR, BE, 30-Jun-2020,6.65,6.8,6.8,6.45,6.55,6.6,6.61,114006,7.54,367, -, -
AKZOINDIA, EQ, 30-Jun-2020,1837.65,1844.25,1861.75,1821.05,1825,1834.2,1833.25,20283,371.84,1944,13676,67.43
ALANKIT, EQ, 30-Jun-2020,17.75,17.7,18.35,16.9,17.2,17.1,17.47,324221,56.65,1035,209025,64.47
ALBERTDAVD, EQ, 30-Jun-2020,466.45,446.05,446.05,396,413,411.45,412.85,185415,765.49,9173,84277,45.45
ALCHEM, EQ, 30-Jun-2020,5.2,4.95,5.45,4.95,5.45,5.45,5.21,196942,10.27,438,181213,92.01
ALEMBICLTD, EQ, 30-Jun-2020,77.45,78.05,83.5,75,81,81,81.18,2585828,2099.07,17651,1008244,38.99
ALICON, EQ, 30-Jun-2020,247.65,251,258.1,250,251.05,251.15,253.92,3872,9.83,290,2609,67.38
ALKALI, EQ, 30-Jun-2020,47.6,47.65,48.5,45.5,46.45,45.65,46.39,10690,4.96,403,5254,49.15
ALKEM, EQ, 30-Jun-2020,2353.7,2359.9,2388,2343.05,2363,2368.3,2374.49,130516,3099.09,19310,77376,59.28
ALKYLAMINE, EQ, 30-Jun-2020,2118.15,2134,2143.5,2100,2110,2107.25,2121.64,35256,748,3801,14849,42.12
ALLCARGO, EQ, 30-Jun-2020,78.4,79.6,80.1,78.15,79.7,79.2,78.6,420416,330.44,1290,375872,89.4
ALLSEC, EQ, 30-Jun-2020,191.85,204.9,204.9,186,186,187.05,192.11,1734,3.33,102,1218,70.24
ALMONDZ, EQ, 30-Jun-2020,11.9,12.65,12.65,11.35,11.7,11.7,11.71,4935,0.58,83,2293,46.46
ALOKINDS, EQ, 30-Jun-2020,48.2,50.6,50.6,50.6,50.6,50.6,50.6,393573,199.15,971,393573,100
ALPA, EQ, 30-Jun-2020,23.9,23.75,23.75,21.7,21.8,21.8,22.28,202897,45.21,824,130586,64.36
ALPHAGEO, EQ, 30-Jun-2020,198.3,185,191.15,184,187.45,186.6,187.16,80757,151.14,2736,40851,50.59
ALPSINDUS, BE, 30-Jun-2020,1.65,1.7,1.7,1.7,1.7,1.7,1.7,20611,0.35,44, -, -
AMARAJABAT, EQ, 30-Jun-2020,641.3,643.1,655.9,643.1,650.4,650.4,650.02,1107993,7202.16,26024,559316,50.48
AMBER, EQ, 30-Jun-2020,1482.2,1486.25,1512.35,1425,1434,1437.85,1451.54,117069,1699.3,5875,80433,68.71
AMBIKCO, EQ, 30-Jun-2020,668.35,670.5,690,650,687,679.85,679.17,2809,19.08,455,1388,49.41
AMBUJACEM, EQ, 30-Jun-2020,187.55,187.65,194.95,187.65,193.8,193.6,192.69,6482253,12490.69,42923,2643739,40.78
AMDIND, EQ, 30-Jun-2020,16,15.6,16.45,15.5,15.55,15.55,15.66,4851,0.76,64,4083,84.17
AMJLAND, EQ, 30-Jun-2020,20,20.65,20.7,19.55,19.7,19.7,19.89,23609,4.7,110,16126,68.3
AMJUMBO, SM, 30-Jun-2020,9.45,9.8,9.8,9.8,9.8,9.8,9.8,8000,0.78,1,8000,100
AMRUTANJAN, EQ, 30-Jun-2020,366.45,368,369.75,360.3,361.95,361,363.79,52205,189.91,3673,23192,44.42
ANANTRAJ, EQ, 30-Jun-2020,22.35,22.35,23.45,22.35,22.55,22.65,22.76,126705,28.84,467,87707,69.22
ANDHRACEMT, BE, 30-Jun-2020,9.7,10.15,10.15,10.15,10.15,10.15,10.15,222896,22.62,247, -, -
ANDHRAPAP, EQ, 30-Jun-2020,254.85,265,272,240,242.25,242.65,252.5,2596163,6555.31,40062,784270,30.21
ANDHRSUGAR, EQ, 30-Jun-2020,260.25,263,268.2,258.6,259.7,259.45,263.84,57176,150.85,2120,23919,41.83
ANIKINDS, EQ, 30-Jun-2020,12.95,13.55,13.55,13.55,13.55,13.55,13.55,8114,1.1,19,8114,100
ANSALAPI, BE, 30-Jun-2020,4.65,4.8,4.8,4.45,4.65,4.6,4.64,95067,4.41,132, -, -
ANSALHSG, EQ, 30-Jun-2020,4.45,4.6,4.6,4.25,4.25,4.25,4.34,100079,4.34,232,74295,74.24
ANUP, EQ, 30-Jun-2020,382.4,394,395,382.5,383.35,383.1,386.94,17140,66.32,530,13176,76.87
APARINDS, EQ, 30-Jun-2020,330.3,334,334,318.2,322,321.85,323.1,22125,71.49,2440,10140,45.83
APCL, EQ, 30-Jun-2020,133.05,135.1,146.35,133,137,137.3,139.96,36841,51.56,2060,23649,64.19
APCOTEXIND, EQ, 30-Jun-2020,122.15,124,129,120.1,121.5,121.2,122.84,19464,23.91,608,12335,63.37
APEX, EQ, 30-Jun-2020,268.35,270.45,273.55,255.75,257.8,258.6,264.78,330883,876.11,7692,116262,35.14
APLAPOLLO, EQ, 30-Jun-2020,1527,1540,1580,1525.1,1558,1552.9,1553.26,178391,2770.87,7043,161093,90.3
APLLTD, EQ, 30-Jun-2020,896,900.5,924,885.05,910.9,912.8,914.2,255772,2338.26,12158,104255,40.76
APOLLO, EQ, 30-Jun-2020,101.75,102.75,109.9,102.75,104.5,104.15,106.02,168629,178.79,3640,47531,28.19
APOLLOHOSP, EQ, 30-Jun-2020,1365.05,1377,1384.45,1344,1353.9,1349.85,1359.85,759371,10326.33,45503,276301,36.39
APOLLOPIPE, EQ, 30-Jun-2020,321.35,323.4,327.25,314.45,317,316.1,319.27,8208,26.21,614,5428,66.13
APOLLOTYRE, EQ, 30-Jun-2020,108.45,108.9,110.85,107.5,108,108,108.99,4802681,5234.28,21203,882801,18.38
APOLSINHOT, EQ, 30-Jun-2020,466.3,475,482.05,455.3,460,456.6,471.48,274,1.29,87,127,46.35
APTECHT, EQ, 30-Jun-2020,101.2,101.95,102.25,99.1,100.25,99.7,100.59,70134,70.55,1249,41440,59.09
ARCHIDPLY, EQ, 30-Jun-2020,24.55,24.4,24.6,23.05,23.5,23.35,23.8,32884,7.83,252,25728,78.24
ARCHIES, EQ, 30-Jun-2020,12.9,12.9,13.5,12.35,13.2,13.15,12.88,48551,6.25,295,33208,68.4
ARCOTECH, BE, 30-Jun-2020,3.35,3.5,3.5,3.5,3.5,3.5,3.5,19087,0.67,24, -, -
ARENTERP, EQ, 30-Jun-2020,12.15,12.7,12.7,11.55,11.55,11.7,11.88,2796,0.33,32,1204,43.06
ARIES, EQ, 30-Jun-2020,70.05,66.55,66.55,66.55,66.55,66.55,66.55,9206,6.13,71,9206,100
ARIHANT, EQ, 30-Jun-2020,15.65,15.75,16.2,15.75,15.75,15.9,15.95,1546,0.25,14,1021,66.04
ARIHANTSUP, BE, 30-Jun-2020,28.9,28,29.35,27.5,27.5,27.5,27.9,4539,1.27,21, -, -
ARMANFIN, EQ, 30-Jun-2020,461.15,446.2,476.65,440.35,446.85,445.1,457.05,17900,81.81,1224,10251,57.27
AROGRANITE, EQ, 30-Jun-2020,25.85,25.2,27.2,25.2,25.65,25.75,25.87,3350,0.87,81,2751,82.12
ARROWGREEN, BE, 30-Jun-2020,45.75,47.95,47.95,44.1,44.15,44.2,46.3,3336,1.54,42, -, -
ARSHIYA, BE, 30-Jun-2020,12.35,12.6,12.6,11.75,11.8,11.8,11.94,11867,1.42,61, -, -
ARSSINFRA, EQ, 30-Jun-2020,15.5,16.2,16.25,15.55,16.15,16.25,16.18,57711,9.34,344,45913,79.56
ARTEMISMED, EQ, 30-Jun-2020,179.35,189.95,190,179.25,182.5,180,183.03,3456,6.33,65,2713,78.5
ARVIND, EQ, 30-Jun-2020,33.1,33.6,33.65,32.2,32.4,32.4,32.82,1253499,411.43,4400,618527,49.34
ARVINDF-RE, BE, 30-Jun-2020,67.65,69.9,69.9,59,63.1,62.5,64.44,36136,23.28,826, -, -
ARVINDFASN, EQ, 30-Jun-2020,172.45,175.9,176,166,168.35,167.5,169.52,46454,78.75,1484,30833,66.37
ARVSMART, EQ, 30-Jun-2020,78.3,77.1,78.8,72.9,73.9,74.05,75.24,85442,64.29,1494,46326,54.22
ASAHIINDIA, EQ, 30-Jun-2020,177.05,177.05,179.2,174.8,177,176.65,176.58,31893,56.32,685,19972,62.62
ASAHISONG, EQ, 30-Jun-2020,150.15,149.85,154.5,146,149.85,148.05,150.5,10914,16.43,374,6942,63.61
ASAL, BE, 30-Jun-2020,21.75,22.5,22.8,20.9,21,21,21.9,7097,1.55,38, -, -
ASALCBR, EQ, 30-Jun-2020,272.85,268.4,268.5,245.4,254.15,254.6,258.33,194074,501.35,6135,94433,48.66
ASHAPURMIN, EQ, 30-Jun-2020,44.55,45.8,46.75,43.1,43.75,44.1,45.36,35372,16.05,321,26532,75.01
ASHIANA, EQ, 30-Jun-2020,60.9,61.45,62.8,57.9,59.05,59.2,59.09,43253,25.56,461,27886,64.47
ASHIMASYN, EQ, 30-Jun-2020,6.65,6.65,6.75,6.35,6.35,6.5,6.49,74184,4.81,164,45456,61.27
ASHOKA, EQ, 30-Jun-2020,61,61.45,62.7,61,61.9,61.6,61.93,1183644,732.98,5300,351803,29.72
ASHOKLEY, EQ, 30-Jun-2020,48.6,49.2,49.9,46.65,47.1,46.95,47.94,61764253,29612.47,136923,20557814,33.28
ASIANHOTNR, EQ, 30-Jun-2020,53.95,54,54.2,51.25,54.2,53,52.97,19222,10.18,438,10017,52.11
ASIANPAINT, EQ, 30-Jun-2020,1691.95,1708.9,1718,1681.65,1687,1687.45,1695.18,1960731,33237.83,93050,719681,36.7
ASIANTILES, EQ, 30-Jun-2020,209,211,219.1,206,213.5,210.2,210.57,118191,248.88,1407,72652,61.47
ASLIND, SM, 30-Jun-2020,6.6,6.85,6.85,6.85,6.85,6.85,6.85,4000,0.27,1,4000,100
ASPINWALL, EQ, 30-Jun-2020,129.05,128.25,132,118.25,124.6,123.15,124.18,7420,9.21,282,5243,70.66
ASTEC, EQ, 30-Jun-2020,804.2,811,822,775.2,788,789.55,794.81,93413,742.46,3910,53818,57.61
ASTERDM, EQ, 30-Jun-2020,122.5,123.45,126.55,119.3,123.5,123.85,123.37,593063,731.68,9202,300712,50.7
ASTRAL, EQ, 30-Jun-2020,955.35,960,961.3,941.45,959.9,954.55,952.49,90026,857.49,5224,45389,50.42
ASTRAMICRO, EQ, 30-Jun-2020,97.05,97.3,107.85,96.15,105.15,105.75,103.24,3166073,3268.54,20665,1126094,35.57
ASTRAZEN, EQ, 30-Jun-2020,3620.4,3646.25,3670,3526,3537,3547.7,3594.44,135187,4859.21,14511,26032,19.26
ASTRON, EQ, 30-Jun-2020,41.7,42.05,42.75,39.6,40.65,40.05,41.52,156936,65.16,1277,92393,58.87
ATFL, EQ, 30-Jun-2020,515.5,515.5,525,515.5,522.8,520.05,520.39,5726,29.8,757,2631,45.95
ATLANTA, EQ, 30-Jun-2020,9.2,9.65,9.65,9.35,9.65,9.65,9.58,58569,5.61,202,51542,88
ATLASCYCLE, BE, 30-Jun-2020,39,39,40.95,39,40.95,40.95,40.11,21961,8.81,102, -, -
ATUL, EQ, 30-Jun-2020,4455,4444.05,4591.35,4444.05,4580,4550.85,4537.95,50103,2273.65,3651,39591,79.02
ATULAUTO, EQ, 30-Jun-2020,165.55,176.5,180.5,168,168,169.3,172.22,71602,123.31,2277,30036,41.95
AUBANK, EQ, 30-Jun-2020,543.65,525,555,525,541.1,543.5,543.63,615575,3346.47,15343,419710,68.18
AURIONPRO, EQ, 30-Jun-2020,56.2,56.2,58.9,52.55,53,53,54.59,19219,10.49,539,15101,78.57
AUROPHARMA, EQ, 30-Jun-2020,789.4,790,793.9,763.1,770.7,771.7,774.47,3496753,27081.36,69183,1120411,32.04
AUSOMENT, EQ, 30-Jun-2020,35.9,37,37,34.05,34.05,34.6,34.72,4787,1.66,56,3273,68.37
AUTOAXLES, EQ, 30-Jun-2020,569.85,570.5,587.95,556,565,564.45,572.23,11387,65.16,1122,3924,34.46
AUTOIND, BE, 30-Jun-2020,19.25,19.25,20.2,19.25,20.15,19.9,19.82,23391,4.63,112, -, -
AUTOLITIND, EQ, 30-Jun-2020,16.2,16.8,17,16.3,17,16.8,16.86,12876,2.17,83,8785,68.23
AVADHSUGAR, EQ, 30-Jun-2020,188.3,190.2,194.4,189,190.95,190.1,191.36,63545,121.6,1592,30202,47.53
AVANTIFEED, EQ, 30-Jun-2020,523.3,523.25,529.7,500,504,504.5,512.38,1862994,9545.64,45955,298517,16.02
AVG, SM, 30-Jun-2020,51,51,51,51,51,51,51,1200,0.61,1,1200,100
AVROIND, SM, 30-Jun-2020,42,42.9,46,40.3,46,45.25,42.62,12000,5.11,6,8000,66.67
AVTNPL, EQ, 30-Jun-2020,39.5,40.4,41.5,39.4,39.5,39.55,40.49,335751,135.94,2261,154571,46.04
AXISBANK, EQ, 30-Jun-2020,404.8,410,414.8,404.05,407.3,406.65,409.15,26951992,110274.36,233118,4422649,16.41
AXISCADES, EQ, 30-Jun-2020,48.75,51.15,51.15,51.15,51.15,51.15,51.15,9247,4.73,51,9247,100
AXISGOLD, EQ, 30-Jun-2020,4230.15,4299.95,4299.95,4201,4244,4244.25,4238.72,1494,63.33,241,1052,70.41
AXISNIFTY, EQ, 30-Jun-2020,1171.19,1160.01,1168.26,1160,1163,1163,1163.59,77,0.9,24,76,98.7
AYMSYNTEX, EQ, 30-Jun-2020,24.7,25.2,25.2,23.05,23.05,23.5,23.77,22207,5.28,92,16435,74.01
BAGFILMS, BE, 30-Jun-2020,2.95,2.85,2.85,2.85,2.85,2.85,2.85,49219,1.4,80, -, -
BAJAJ-AUTO, EQ, 30-Jun-2020,2859.5,2902.4,2913.45,2815,2834,2826.05,2850.99,751691,21430.65,51615,190038,25.28
BAJAJCON, EQ, 30-Jun-2020,146.75,147,151,146,146.2,146.15,147.73,225242,332.75,3237,112371,49.89
BAJAJELEC, EQ, 30-Jun-2020,393.2,394,399.95,390.15,390.55,392.8,394.46,134962,532.37,3989,22493,16.67
BAJAJFINSV, EQ, 30-Jun-2020,5890.2,5990,6043.65,5815.8,5833.3,5845.15,5896.32,976674,57587.83,96510,71495,7.32
BAJAJHIND, EQ, 30-Jun-2020,7.7,7.6,7.6,7.35,7.35,7.35,7.37,5927849,436.82,4630,4843081,81.7
BAJAJHLDNG, EQ, 30-Jun-2020,2622.65,2640,2654.8,2525.25,2546.9,2543,2591.97,59187,1534.11,9186,19992,33.78
BAJFINANCE, EQ, 30-Jun-2020,2857.95,2910,2936.65,2816,2828,2831,2868.7,9703086,278352.32,356701,783543,8.08
BALAJITELE, EQ, 30-Jun-2020,75.3,76,77.95,73.5,74.45,74.75,76.42,171817,131.3,730,134913,78.52
BALAMINES, EQ, 30-Jun-2020,521.95,526,534.6,490,491,493.4,507.77,338224,1717.41,10731,119444,35.32
BALAXI, EQ, 30-Jun-2020,125.55,128.6,128.6,120.05,125,123.9,124.97,614,0.77,62,464,75.57
BALKRISHNA, EQ, 30-Jun-2020,20.05,21.05,21.05,19.05,19.05,19.1,20.59,78186,16.1,477,67026,85.73
BALKRISIND, EQ, 30-Jun-2020,1244.5,1245,1282,1245,1267.95,1261.1,1267.82,832019,10548.54,31342,157971,18.99
BALLARPUR, BE, 30-Jun-2020,1.4,1.45,1.45,1.45,1.45,1.45,1.45,540284,7.83,120, -, -
BALMLAWRIE, EQ, 30-Jun-2020,111,112,113,109.2,109.85,109.7,110.63,108045,119.53,2107,65468,60.59
BALPHARMA, EQ, 30-Jun-2020,44.25,44.3,46,43,43,43.25,43.84,15586,6.83,213,8218,52.73
BALRAMCHIN, EQ, 30-Jun-2020,134.9,136.9,137.7,131.5,135,134.05,135.47,2439338,3304.5,21674,1272532,52.17
BANARBEADS, EQ, 30-Jun-2020,38.6,40,46.3,37.2,46.3,46.3,44.81,46783,20.97,315,30431,65.05
BANARISUG, EQ, 30-Jun-2020,1045.85,1049.95,1065.45,1001.25,1015,1021.8,1040.25,1538,16,436,819,53.25
BANCOINDIA, EQ, 30-Jun-2020,74.65,75.5,76.95,73.1,73.5,73.25,74.66,123108,91.91,1624,64655,52.52
BANDHANBNK, EQ, 30-Jun-2020,328.2,335.7,338.2,313.4,320.65,319.3,324.49,12186073,39542.65,123115,1783300,14.63
BANG, EQ, 30-Jun-2020,20.4,19.55,20.25,19.4,19.4,19.55,19.54,18538,3.62,90,15856,85.53
BANKA, SM, 30-Jun-2020,65.1,65,65,65,65,65,65,1200,0.78,1,1200,100
BANKBARODA, EQ, 30-Jun-2020,49.25,49.8,50.3,48.3,48.7,48.6,49.33,24094805,11885.82,59833,3208611,13.32
BANKBEES, EQ, 30-Jun-2020,215.31,218.35,218.4,213.8,215.56,215.41,216.19,969269,2095.45,8484,290392,29.96
BANKINDIA, EQ, 30-Jun-2020,49.65,50.1,50.7,47,48.7,48.8,49.36,2590310,1278.58,9763,485894,18.76
BANSWRAS, EQ, 30-Jun-2020,79.7,81.85,81.9,76.5,77,77.45,77.95,36389,28.37,295,25705,70.64
BARTRONICS, BZ, 30-Jun-2020,3,3.15,3.15,3.15,3.15,3.15,3.15,1719,0.05,5, -, -
BASF, EQ, 30-Jun-2020,1135.45,1180,1180,1121,1135,1137.8,1142.58,17237,196.95,1611,7615,44.18
BASML, EQ, 30-Jun-2020,116,118,124.8,102.5,103.6,104.5,117.53,64958,76.35,1880,26492,40.78
BATAINDIA, EQ, 30-Jun-2020,1312.4,1319.75,1336.1,1301,1305,1306.2,1315.29,559995,7365.57,23499,142092,25.37
BAYERCROP, EQ, 30-Jun-2020,5860.7,5870,6075,5850.05,5964,5937,5973.51,32589,1946.71,8332,13616,41.78
BBL, EQ, 30-Jun-2020,766.7,780,788.9,771,775,776.7,780.69,14026,109.5,1291,7465,53.22
BBTC, EQ, 30-Jun-2020,1039.9,1042.1,1074,1041.5,1049,1051.65,1057.28,125950,1331.65,6294,34047,27.03
BCG, BE, 30-Jun-2020,9.45,9,9,9,9,9,9,239417,21.55,764, -, -
BCP, EQ, 30-Jun-2020,5.3,5.3,5.35,5.2,5.35,5.25,5.22,572987,29.9,501,441470,77.05
BDL, EQ, 30-Jun-2020,302.35,349,357,325.5,330,333.25,340.96,5993825,20436.6,112185,641871,10.71
BEARDSELL, BE, 30-Jun-2020,9.5,9.5,9.5,9.05,9.2,9.2,9.48,7158,0.68,17, -, -
BEDMUTHA, EQ, 30-Jun-2020,14.5,14.5,14.65,14,14.35,14.35,14.23,4376,0.62,26,3275,74.84
BEL, EQ, 30-Jun-2020,87.55,93.1,94.2,88,88.4,88.65,90.59,62226892,56370.96,219438,16653398,26.76
BEML, EQ, 30-Jun-2020,626.7,630,656.9,630,637.9,638.65,645.36,1438214,9281.73,41805,207831,14.45
BEPL, EQ, 30-Jun-2020,44.35,44.65,47.65,44,46.1,46.05,46.1,1046566,482.42,4791,457069,43.67
BERGEPAINT, EQ, 30-Jun-2020,502.2,503,506.3,492.3,493.9,493.9,498.63,1592526,7940.89,36167,605048,37.99
BETA, SM, 30-Jun-2020,62.5,59.8,61.5,59.8,61.5,61.5,60.37,2400,1.45,3,2400,100
BFINVEST, EQ, 30-Jun-2020,298.35,302.45,329.95,294.35,305,307.75,315.6,91187,287.79,5039,11952,13.11
BFUTILITIE, EQ, 30-Jun-2020,199.35,201.15,217.65,195.1,203,204.1,207.18,681436,1411.8,14977,135081,19.82
BGRENERGY, EQ, 30-Jun-2020,39.25,39.7,40.5,34.3,34.5,34.8,36.35,663637,241.24,3557,295083,44.46
BHAGERIA, EQ, 30-Jun-2020,113.85,113.65,115.5,110.1,110.75,110.8,112.17,23664,26.54,675,14370,60.73
BHAGYANGR, EQ, 30-Jun-2020,18.3,17.95,18.65,17.5,17.65,17.95,18,38548,6.94,212,16062,41.67
BHAGYAPROP, EQ, 30-Jun-2020,21.75,21.9,22.45,21.25,21.25,21.3,21.57,25370,5.47,258,14252,56.18
BHANDARI, EQ, 30-Jun-2020,1.7,1.75,1.75,1.75,1.75,1.75,1.75,114400,2,38,114400,100
BHARATFORG, EQ, 30-Jun-2020,316.5,315,322.55,306.6,317.9,319.35,316.47,9499227,30062.15,106314,479138,5.04
BHARATGEAR, EQ, 30-Jun-2020,45.3,48,48,43.75,45.4,44.45,45.81,12240,5.61,190,10107,82.57
